Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Score,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Categories_List
2023-06-05 20:44:09+05:30,21,Prefer Not To Say,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple Times A Day,Not Specified,Multiple Pages,2,No,Never,Found a better price elsewhere,Always,Yes,Occasionally,Yes,5,Sometimes,4,3,Competitive Prices,No problems with Amazon,874456,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-08 17:41:46+05:30,25,Female,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Rarely,Categories,First Page,1,No,Rarely,others,Never,Yes,Never,Yes,1,No,1,4,Not Specified,Customer service responsiveness,649815,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-09 16:31:06+05:30,18,Male,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Multiple Times A Day,Keyword,First Page,3,Yes,Always,High shipping costs,Sometimes,No,Moderately,Sometimes,2,Yes,2,1,All The Above,Shipping speed and reliability,101391,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-05 22:07:33+05:30,63,Male,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care,No,Rarely,Keyword,First Page,1,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,4,Sometimes,1,1,Not Specified,Shipping speed and reliability,273961,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-06 18:46:14+05:30,19,Prefer Not To Say,Once A Week,Home and Kitchen;others,No,Rarely,Categories,First Page,2,Maybe,Often,others,Always,Yes,Rarely,Sometimes,3,Yes,1,2,Wide Product Selection,User interface of app,820621,"['Home and Kitchen', 'others']"
2023-06-09 15:10:36+05:30,50,Others,Once A Week,Groceries and Gourmet Food,Sometimes,Rarely,Filter,Multiple Pages,4,Maybe,Always,Found a better price elsewhere,Often,No,Heavily,Yes,4,No,1,3,Competitive Prices,I have no problem with Amazon yet. But others tell me about the refund issues,280430,['Groceries and Gourmet Food']
2023-06-11 22:50:44+05:30,8,Female,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,Not Specified,First Page,3,No,Always,others,Always,No,Moderately,No,5,Yes,2,2,Competitive Prices,I have no problem with Amazon yet. But others tell me about the refund issues,126064,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 14:33:56+05:30,6,Male,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few Times A Week,Categories,Multiple Pages,4,No,Always,others,Sometimes,Yes,Never,Sometimes,2,Sometimes,4,5,Quick Delivery,No problems with Amazon,391861,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']"
2023-06-07 22:20:09+05:30,46,Female,Multiple Times A Week,Home and Kitchen;others,Yes,Multiple Times A Day,Categories,Multiple Pages,2,Yes,Often,others,Rarely,No,Occasionally,No,4,Yes,5,4,Competitive Prices,Nothing,692443,"['Home and Kitchen', 'others']"
2023-06-06 10:07:39+05:30,45,Female,Once A Month,others,Sometimes,Few Times A Month,Others,Multiple Pages,3,Maybe,Always,Changed my mind or no longer need the item,Often,No,Rarely,No,5,No,3,4,Wide Product Selection,UI,944858,['others']
2023-06-07 23:10:09+05:30,33,Others,Once A Week,Home and Kitchen,No,Few Times A Month,Others,First Page,4,No,Rarely,Found a better price elsewhere,Always,Yes,Rarely,Yes,4,Sometimes,1,2,Customer Service,User interface of app,271812,['Home and Kitchen']
2023-06-12 15:44:16+05:30,25,Others,Multiple Times A Week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few Times A Week,Keyword,Multiple Pages,3,Maybe,Often,High shipping costs,Sometimes,No,Occasionally,Yes,4,Sometimes,1,5,Not Specified,Quality of product is very poor according to the big offers,562864,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-11 23:19:12+05:30,36,Others,Few Times A Month,Home and Kitchen,Yes,Few Times A Month,Filter,First Page,2,Maybe,Never,Changed my mind or no longer need the item,Always,No,Occasionally,No,2,Sometimes,1,3,All The Above,I don't have any problem with Amazon,878096,['Home and Kitchen']
2023-06-11 23:27:55+05:30,44,Female,Once A Month,Clothing and Fashion,Sometimes,Rarely,Categories,Multiple Pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Rarely,No,1,Yes,4,1,User-Friendly Website/App Interface,Add more familiar brands to the list,756035,['Clothing and Fashion']
2023-06-07 22:38:51+05:30,43,Prefer Not To Say,Once A Month,Beauty and Personal Care,Yes,Few Times A Month,Keyword,Multiple Pages,3,Yes,Sometimes,others,Rarely,Yes,Rarely,Yes,4,No,2,5,Not Specified,Product quality and accuracy,145801,['Beauty and Personal Care']
2023-06-09 10:25:27+05:30,3,Male,Multiple Times A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple Times A Day,Filter,First Page,2,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,3,Yes,1,2,Quick Delivery,UI,262076,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-08 17:48:55+05:30,6,Female,Few Times A Month,Home and Kitchen;others,No,Rarely,Keyword,First Page,3,Maybe,Sometimes,High shipping costs,Always,Yes,Moderately,Yes,1,No,2,4,Customer Service,Not Specified,740861,"['Home and Kitchen', 'others']"
2023-06-04 23:38:30+05:30,55,Prefer Not To Say,Less Than Once A Month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Multiple Times A Day,Filter,First Page,5,Yes,Rarely,Found a better price elsewhere,Sometimes,Yes,Heavily,No,2,Yes,2,2,User-Friendly Website/App Interface,I don't have any problem with Amazon,249746,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-07 14:19:05+05:30,30,Others,Once A Month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,Multiple Pages,3,No,Always,High shipping costs,Rarely,No,Never,Sometimes,2,No,5,3,Customer Service,Add more familiar brands to the list,972947,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-12 15:27:59+05:30,24,Female,Once A Month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Not Specified,Multiple Pages,1,No,Often,High shipping costs,Sometimes,No,Heavily,Yes,2,No,2,5,Product Recommendations,Product quality and accuracy,670421,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-11 22:54:33+05:30,29,Female,Few Times A Month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few Times A Month,Others,First Page,3,Yes,Never,Changed my mind or no longer need the item,Rarely,No,Never,Yes,5,No,1,3,Customer Service,No problems with Amazon,739168,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-09 19:23:09+05:30,18,Male,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few Times A Week,Others,Multiple Pages,5,No,Sometimes,Found a better price elsewhere,Never,No,Rarely,No,3,No,4,3,Product Recommendations,Reducing packaging waste,752837,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']"
2023-06-07 18:17:42+05:30,25,Prefer Not To Say,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few Times A Month,Categories,Multiple Pages,5,No,Never,Found a better price elsewhere,Never,No,Heavily,No,1,No,1,1,Competitive Prices,User interface,698159,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']"
2023-06-08 03:23:36+05:30,56,Male,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few Times A Month,Filter,Multiple Pages,1,No,Sometimes,others,Often,No,Occasionally,No,3,Sometimes,4,1,Not Specified,User interface of app,198382,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-04 21:18:12+05:30,65,Others,Less Than Once A Month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few Times A Week,Categories,Multiple Pages,2,Yes,Always,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,2,Yes,1,5,Wide Product Selection,Quality of product is very poor according to the big offers,513315,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-11 09:31:41+05:30,30,Others,Less Than Once A Month,Beauty and Personal Care;others,Sometimes,Few Times A Week,Filter,First Page,1,Yes,Sometimes,High shipping costs,Rarely,Yes,Moderately,Yes,5,Sometimes,2,3,Customer Service,I have no problem with Amazon yet. But others tell me about the refund issues,250655,"['Beauty and Personal Care', 'others']"
2023-06-05 20:49:12+05:30,19,Others,Multiple Times A Week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few Times A Month,Others,Multiple Pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,1,Sometimes,1,2,Customer Service,UI,173250,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-11 22:43:19+05:30,53,Prefer Not To Say,Few Times A Month,Groceries and Gourmet Food;Home and Kitchen,No,Few Times A Month,Keyword,Multiple Pages,4,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,No,1,2,Quick Delivery,Add more familiar brands to the list,480321,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-07 21:21:50+05:30,22,Male,Once A Month,Beauty and Personal Care,Sometimes,Few Times A Month,Filter,Multiple Pages,1,Maybe,Never,High shipping costs,Always,No,Heavily,No,5,Yes,4,5,Quick Delivery,Nothing,589283,['Beauty and Personal Care']
2023-06-05 08:43:26+05:30,36,Female,Once A Month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Rarely,Others,First Page,4,Maybe,Never,High shipping costs,Often,No,Occasionally,Sometimes,3,No,2,5,Quick Delivery,better app interface and lower shipping charges,372270,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-09 14:42:24+05:30,67,Female,Multiple Times A Week,Beauty and Personal Care;Clothing and Fashion,No,Rarely,Keyword,Multiple Pages,3,No,Always,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,5,Yes,3,1,Wide Product Selection,No problems with Amazon,867575,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-09 14:41:53+05:30,56,Male,Few Times A Month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few Times A Month,Categories,First Page,3,No,Rarely,others,Often,No,Occasionally,No,5,Yes,4,1,Quick Delivery,No problems with Amazon,126697,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-11 23:04:55+05:30,41,Male,Once A Month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Multiple Times A Day,Keyword,First Page,4,No,Never,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,4,Yes,5,2,Customer Service,Product quality and accuracy,876289,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-12 15:59:59+05:30,3,Male,Less Than Once A Month,Clothing and Fashion,Yes,Few Times A Week,Others,Multiple Pages,1,No,Often,Found a better price elsewhere,Never,Yes,Rarely,Yes,3,No,5,3,Quick Delivery,Not Specified,446463,['Clothing and Fashion']
2023-06-07 09:32:38+05:30,32,Others,Once A Month,Clothing and Fashion;others,No,Multiple Times A Day,Categories,Multiple Pages,4,Yes,Never,High shipping costs,Sometimes,No,Heavily,Yes,1,Yes,5,5,Quick Delivery,Shipping speed and reliability,821718,"['Clothing and Fashion', 'others']"
2023-06-09 19:26:02+05:30,22,Prefer Not To Say,Once A Month,Clothing and Fashion,Yes,Few Times A Month,Others,First Page,1,Maybe,Always,Found a better price elsewhere,Sometimes,Yes,Never,No,2,No,2,5,Quick Delivery,better app interface and lower shipping charges,594959,['Clothing and Fashion']
2023-06-07 21:54:24+05:30,61,Others,Once A Week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few Times A Month,Keyword,Multiple Pages,5,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Never,Yes,5,Yes,2,1,User-Friendly Website/App Interface,Nothing,214001,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-11 14:07:39+05:30,56,Others,Once A Month,others,No,Few Times A Week,Not Specified,Multiple Pages,4,Maybe,Always,Changed my mind or no longer need the item,Sometimes,No,Rarely,No,1,No,1,1,User-Friendly Website/App Interface,Scrolling option would be much better than going to next page,622644,['others']
2023-06-08 18:00:50+05:30,35,Female,Multiple Times A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few Times A Week,Not Specified,Multiple Pages,1,Maybe,Always,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,1,Sometimes,2,3,Customer Service,Shipping speed and reliability,954138,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 23:06:40+05:30,29,Female,Once A Week,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple Times A Day,Filter,First Page,5,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Moderately,Sometimes,4,Yes,5,1,User-Friendly Website/App Interface,Customer service responsiveness,171707,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-06 19:15:48+05:30,52,Others,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion,Yes,Few Times A Week,Not Specified,Multiple Pages,2,Maybe,Often,others,Never,Yes,Never,Yes,1,Yes,1,4,Wide Product Selection,Reducing packaging waste,579286,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-06 19:16:28+05:30,44,Others,Once A Month,Beauty and Personal Care,Yes,Rarely,Categories,First Page,4,Maybe,Often,others,Often,No,Heavily,Yes,4,Sometimes,3,2,Wide Product Selection,I don't have any problem with Amazon,378228,['Beauty and Personal Care']
2023-06-06 10:46:31+05:30,57,Female,Less Than Once A Month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Filter,Multiple Pages,4,No,Always,High shipping costs,Often,No,Never,Yes,1,Yes,1,2,Product Recommendations,User interface,638160,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-08 03:30:05+05:30,30,Male,Once A Week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few Times A Month,Others,Multiple Pages,3,Yes,Never,Changed my mind or no longer need the item,Rarely,No,Occasionally,Sometimes,5,Sometimes,2,4,Product Recommendations,Shipping speed and reliability,561516,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-06 09:37:33+05:30,25,Male,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Multiple Times A Day,Keyword,Multiple Pages,5,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,4,Sometimes,3,5,Not Specified,Irrelevant product suggestions,111915,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-07 09:24:31+05:30,26,Male,Less Than Once A Month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,Multiple Pages,2,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,5,No,5,1,User-Friendly Website/App Interface,No problems with Amazon,576191,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-06 10:36:14+05:30,24,Male,Once A Week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Rarely,Others,Multiple Pages,3,Maybe,Often,High shipping costs,Sometimes,No,Never,Yes,2,Yes,3,2,Wide Product Selection,Nothing,129887,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
2023-06-07 13:33:51+05:30,44,Female,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple Times A Day,Filter,Multiple Pages,5,No,Never,Changed my mind or no longer need the item,Always,Yes,Occasionally,Sometimes,2,No,1,1,Product Recommendations,Quality of product is very poor according to the big offers,999892,"['Groceries and Gourmet Food', 'Clothing and Fashion', 'others']"
2023-06-08 22:21:20+05:30,25,Others,Once A Week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few Times A Week,Filter,Multiple Pages,5,Maybe,Never,Found a better price elsewhere,Never,No,Moderately,Sometimes,5,Yes,2,4,Customer Service,I have no problem with Amazon yet. But others tell me about the refund issues,394200,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-05 09:56:58+05:30,48,Female,Once A Week,Clothing and Fashion,Yes,Rarely,Not Specified,Multiple Pages,3,No,Always,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,5,Sometimes,3,4,Competitive Prices,Add more familiar brands to the list,793290,['Clothing and Fashion']
2023-06-09 14:23:45+05:30,49,Others,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple Times A Day,Not Specified,First Page,4,Yes,Often,High shipping costs,Often,No,Moderately,Yes,2,No,4,2,User-Friendly Website/App Interface,Product quality and accuracy,290234,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Home and Kitchen']"
2023-06-08 19:50:55+05:30,17,Male,Once A Week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Not Specified,First Page,1,No,Always,High shipping costs,Always,No,Heavily,Yes,1,Yes,1,4,Customer Service,Shipping speed and reliability,137072,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-08 17:25:40+05:30,36,Male,Once A Month,Clothing and Fashion;others,Yes,Rarely,Others,Multiple Pages,2,Maybe,Never,Found a better price elsewhere,Rarely,No,Never,No,5,No,1,2,All The Above,User interface of app,726158,"['Clothing and Fashion', 'others']"
2023-06-07 09:20:34+05:30,66,Male,Once A Month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few Times A Week,Categories,Multiple Pages,5,Maybe,Always,High shipping costs,Rarely,No,Never,No,3,Sometimes,1,2,Customer Service,User interface of app,541010,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-07 19:17:13+05:30,43,Female,Once A Month,Beauty and Personal Care;others,No,Multiple Times A Day,Not Specified,Multiple Pages,2,No,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,No,1,Yes,2,4,Customer Service,Product quality and accuracy,256701,"['Beauty and Personal Care', 'others']"
2023-06-09 19:24:06+05:30,59,Female,Multiple Times A Week,Beauty and Personal Care,No,Few Times A Month,Others,First Page,5,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Rarely,Yes,3,Yes,3,3,Quick Delivery,Nil,342717,['Beauty and Personal Care']
2023-06-08 17:52:26+05:30,23,Others,Once A Week,Clothing and Fashion;Home and Kitchen,Yes,Few Times A Month,Categories,Multiple Pages,3,Yes,Always,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,3,No,4,4,Wide Product Selection,I don't have any problem with Amazon,492469,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 23:00:15+05:30,32,Female,Few Times A Month,Beauty and Personal Care;Home and Kitchen;others,Yes,Few Times A Week,Keyword,First Page,4,Yes,Often,Found a better price elsewhere,Always,No,Heavily,Yes,1,Sometimes,1,5,User-Friendly Website/App Interface,No problems with Amazon,929341,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-11 23:06:52+05:30,65,Male,Once A Month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few Times A Month,Categories,Multiple Pages,3,Maybe,Often,others,Rarely,No,Occasionally,Sometimes,2,Yes,4,2,Product Recommendations,better app interface and lower shipping charges,510823,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-06 19:19:43+05:30,13,Male,Once A Week,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple Times A Day,Categories,Multiple Pages,3,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,1,No,2,2,Customer Service,Product quality and accuracy,671363,"['Clothing and Fashion', 'Home and Kitchen']"
2023-06-06 18:40:27+05:30,15,Others,Multiple Times A Week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few Times A Month,Others,First Page,3,No,Sometimes,High shipping costs,Always,No,Moderately,Yes,4,Yes,5,2,Customer Service,Nothing,557654,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-05 14:24:22+05:30,17,Male,Once A Month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few Times A Week,Others,Multiple Pages,1,Maybe,Often,others,Rarely,Yes,Occasionally,Sometimes,1,Sometimes,1,2,Wide Product Selection,Nil,318253,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-07 20:20:23+05:30,18,Female,Once A Week,others,No,Few Times A Week,Categories,Multiple Pages,1,Maybe,Sometimes,Found a better price elsewhere,Often,No,Occasionally,Sometimes,5,No,5,4,Customer Service,Add more familiar brands to the list,368973,['others']
2023-06-08 14:21:41+05:30,31,Male,Few Times A Month,Beauty and Personal Care;others,No,Rarely,Others,First Page,1,Maybe,Often,High shipping costs,Sometimes,Yes,Heavily,No,1,Yes,4,1,Quick Delivery,Add more familiar brands to the list,423614,"['Beauty and Personal Care', 'others']"
2023-06-07 09:19:23+05:30,36,Female,Multiple Times A Week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,Not Specified,Multiple Pages,2,Maybe,Rarely,others,Sometimes,No,Moderately,Yes,3,Yes,1,4,Customer Service,User interface,661048,"['Groceries and Gourmet Food', 'Clothing and Fashion']"
2023-06-06 18:57:14+05:30,4,Female,Multiple Times A Week,Home and Kitchen;others,No,Few Times A Week,Filter,First Page,3,Maybe,Rarely,others,Never,Yes,Occasionally,Yes,1,No,3,4,Wide Product Selection,I have no problem with Amazon yet. But others tell me about the refund issues,953478,"['Home and Kitchen', 'others']"
2023-06-04 20:54:36+05:30,30,Prefer Not To Say,Once A Week,Clothing and Fashion;Home and Kitchen;others,No,Multiple Times A Day,Others,Multiple Pages,3,No,Often,Found a better price elsewhere,Rarely,No,Moderately,Yes,2,No,2,4,Not Specified,No problems with Amazon,801026,"['Clothing and Fashion', 'Home and Kitchen', 'others']"
2023-06-07 21:16:59+05:30,24,Male,Once A Month,others,Sometimes,Few Times A Month,Categories,First Page,1,Yes,Rarely,others,Rarely,No,Never,Yes,2,Sometimes,4,2,All The Above,Customer service responsiveness,861300,['others']
2023-06-07 11:47:07+05:30,39,Prefer Not To Say,Multiple Times A Week,Home and Kitchen;others,Sometimes,Multiple Times A Day,Not Specified,Multiple Pages,2,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,No,5,Yes,2,4,Wide Product Selection,better app interface and lower shipping charges,330351,"['Home and Kitchen', 'others']"
2023-06-07 18:29:53+05:30,49,Others,Few Times A Month,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Categories,Multiple Pages,3,Maybe,Often,Changed my mind or no longer need the item,Never,Yes,Never,Sometimes,1,No,2,2,Not Specified,UI,494520,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-06 19:16:28+05:30,51,Male,Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few Times A Week,Keyword,Multiple Pages,1,Yes,Always,Changed my mind or no longer need the item,Always,No,Rarely,Sometimes,5,Sometimes,1,4,Quick Delivery,Add more familiar brands to the list,118160,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-08 17:07:19+05:30,54,Others,Multiple Times A Week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few Times A Month,Not Specified,First Page,2,Yes,Never,High shipping costs,Often,Yes,Never,No,2,Yes,1,5,All The Above,User interface,991814,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-07 23:05:19+05:30,8,Prefer Not To Say,Multiple Times A Week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Multiple Times A Day,Others,Multiple Pages,5,Maybe,Sometimes,others,Sometimes,No,Rarely,Yes,1,Sometimes,1,2,Not Specified,I don't have any problem with Amazon,795173,"['Beauty and Personal Care', 'Home and Kitchen', 'others']"
2023-06-06 18:42:00+05:30,29,Male,Once A Month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple Times A Day,Categories,Multiple Pages,1,Yes,Often,others,Always,Yes,Never,Yes,4,Sometimes,2,3,Wide Product Selection,Nothing,428050,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'others']"
2023-06-08 17:37:58+05:30,34,Male,Few Times A Month,Groceries and Gourmet Food;Home and Kitchen,Yes,Multiple Times A Day,Not Specified,Multiple Pages,4,No,Never,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,2,Sometimes,4,3,Not Specified,Not Specified,852218,"['Groceries and Gourmet Food', 'Home and Kitchen']"
2023-06-09 15:26:38+05:30,62,Female,Multiple Times A Week,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few Times A Month,Others,Multiple Pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,No,2,No,3,1,Product Recommendations,I don't have any problem with Amazon,581774,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-11 23:05:38+05:30,21,Prefer Not To Say,Less Than Once A Month,Beauty and Personal Care;Clothing and Fashion,No,Few Times A Month,Others,Multiple Pages,2,No,Always,High shipping costs,Sometimes,No,Occasionally,No,3,Sometimes,3,2,Competitive Prices,User interface,987635,"['Beauty and Personal Care', 'Clothing and Fashion']"
2023-06-04 23:12:15+05:30,64,Others,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few Times A Week,Filter,Multiple Pages,4,Yes,Always,High shipping costs,Sometimes,No,Occasionally,No,5,No,5,2,Not Specified,Quality of product is very poor according to the big offers,116397,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-07 21:21:10+05:30,15,Others,Less Than Once A Month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few Times A Month,Categories,First Page,1,No,Always,High shipping costs,Rarely,No,Moderately,Sometimes,5,No,2,5,Customer Service,I have no problem with Amazon yet. But others tell me about the refund issues,178480,"['Groceries and Gourmet Food', 'Beauty and Personal Care']"
2023-06-12 15:35:24+05:30,56,Male,Few Times A Month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple Times A Day,Keyword,First Page,2,No,Sometimes,others,Never,Yes,Occasionally,No,2,No,5,2,Customer Service,Nil,957611,"['Groceries and Gourmet Food', 'Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']"
2023-06-06 18:35:14+05:30,5,Female,Few Times A Month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Rarely,Not Specified,Multiple Pages,4,Maybe,Never,Changed my mind or no longer need the item,Always,No,Rarely,No,3,Sometimes,4,4,User-Friendly Website/App Interface,Not Specified,295647,"['Groceries and Gourmet Food', 'Home and Kitchen', 'others']"
2023-06-05 20:06:04+05:30,33,Others,Once A Month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few Times A Week,Keyword,First Page,4,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,4,Yes,4,3,Quick Delivery,No problems with Amazon,955147,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']"
